"Function"	"A1HF"	"A1LF"	"A2HF"	"A2LF"	"B1HF"	"B1LF"	"B2HF"	"B2LF"	"C1HF"	"C1LF"	"C2HF"	"C2LF"
"nuclear receptor activity [GO:0004879]"	4	37	7	0	13	2	38	9	14	33	32	43
"nuclear receptor binding [GO:0016922]"	0	4	0	0	1	0	3	0	0	1	2	2
"nuclear receptor coactivator activity [GO:0030374]"	4	17	1	0	12	1	19	5	4	17	16	20
"nuclease activity [GO:0004518]"	205	261	160	479	335	385	249	463	290	147	293	265
"nucleic acid binding [GO:0003676]"	2082	7304	2028	4383	4667	3539	5455	4997	3473	5849	5868	7003
"nucleic acid transmembrane transporter activity [GO:0051032]"	0	1	0	0	0	0	0	0	0	0	0	0
"nucleobase transmembrane transporter activity [GO:0015205]"	25	39	28	80	42	53	29	73	40	15	34	38
"nucleobase-containing compound kinase activity [GO:0019205]"	0	0	0	0	0	0	1	0	0	0	2	0
"nucleoside binding [GO:0001882]"	1	0	0	1	0	0	0	0	0	1	0	0
"nucleoside deoxyribosyltransferase activity [GO:0050144]"	1	0	0	1	0	1	0	1	1	0	0	0
"nucleoside diphosphate kinase activity [GO:0004550]"	12	35	15	13	24	12	30	10	12	33	36	32
"nucleoside kinase activity [GO:0019206]"	0	1	0	0	0	0	0	0	0	0	0	0
"nucleoside monophosphate kinase activity [GO:0050145]"	0	0	1	0	0	0	0	0	0	1	1	0
"nucleoside transmembrane transporter activity [GO:0005337]"	4	19	4	13	12	9	19	15	9	17	14	14
"nucleoside triphosphate adenylate kinase activity [GO:0046899]"	0	0	0	0	0	0	1	0	0	0	0	0
"nucleoside-diphosphatase activity [GO:0017110]"	0	1	0	1	2	0	3	0	0	3	1	2
"nucleoside-triphosphatase activity [GO:0017111]"	32	47	32	113	66	88	55	101	61	25	47	46
"nucleoside-triphosphate diphosphatase activity [GO:0047429]"	12	22	12	32	20	35	30	33	12	12	19	20
"nucleoside:sodium symporter activity [GO:0005415]"	0	3	1	0	3	0	8	1	1	8	2	6
"nucleosomal DNA binding [GO:0031492]"	2	21	2	0	1	0	6	0	7	14	8	13
"nucleosomal histone binding [GO:0031493]"	0	1	0	0	0	0	1	1	0	0	3	4
"nucleosome binding [GO:0031491]"	2	13	4	0	4	0	6	1	3	9	10	9
"nucleosome-dependent ATPase activity [GO:0070615]"	302	441	287	621	553	625	437	662	524	306	490	471
"nucleotidase activity [GO:0008252]"	0	0	0	0	0	0	0	0	1	0	0	0
"nucleotide binding [GO:0000166]"	719	1002	623	2063	1301	1524	937	1899	1132	661	1106	1120
"nucleotide diphosphatase activity [GO:0004551]"	0	5	2	0	0	0	5	0	1	2	1	3
"nucleotidyltransferase activity [GO:0016779]"	458	1512	449	1089	1093	823	1183	1183	816	1278	1328	1455
"O-acetyl-ADP-ribose deacetylase activity [GO:0061463]"	0	0	0	0	1	0	1	0	0	2	0	0
"O-acetylhomoserine aminocarboxypropyltransferase activity [GO:0003961]"	19	29	17	49	42	27	23	41	35	13	44	24
"O-acyltransferase activity [GO:0008374]"	3	11	3	0	5	1	11	3	2	8	10	8
"O-methyltransferase activity [GO:0008171]"	13	28	17	60	31	47	29	42	35	24	37	29
"O-phospho-L-serine:2-oxoglutarate aminotransferase activity [GO:0004648]"	42	57	34	113	77	81	51	112	71	30	64	63
"O-succinylbenzoate synthase activity [GO:0043748]"	1	2	0	5	3	5	3	3	6	1	3	2
"o-succinylbenzoate-CoA ligase activity [GO:0008756]"	3	3	3	3	2	4	1	3	5	4	2	3
"octanoyl transferase activity (acting on glycine-cleavage complex H protein) [GO:0102555]"	4	4	4	5	5	4	4	4	5	5	5	6
"odorant binding [GO:0005549]"	6	15	2	0	8	0	9	2	4	15	12	12
"oleamide hydrolase activity [GO:0102077]"	0	0	0	0	1	0	1	0	1	3	0	0
"oleate hydratase activity [GO:0050151]"	11	22	15	31	24	28	23	38	27	20	16	30
"oleic acid binding [GO:0070538]"	0	1	0	0	0	0	0	0	0	2	1	2
"oleoyl-[acyl-carrier-protein] hydrolase activity [GO:0004320]"	0	5	0	0	3	1	5	0	1	4	3	3
"oleoyl-CoA ligase activity [GO:0090434]"	0	0	0	0	1	0	0	1	0	0	1	1
"olfactory receptor activity [GO:0004984]"	38	218	51	8	147	5	201	74	98	197	197	229
"oligo-1,6-glucosidase activity [GO:0004574]"	2	17	5	18	9	11	3	17	5	9	4	14
"oligogalacturonide lyase activity [GO:0047487]"	2	0	2	1	12	1	5	1	7	0	7	0
"oligonucleotidase activity [GO:0008946]"	0	2	0	1	0	0	0	0	0	0	0	2
"oligopeptide transmembrane transporter activity [GO:0035673]"	0	0	0	0	0	0	1	0	0	2	1	1
"oligosaccharide 4-alpha-D-glucosyltransferase activity [GO:0033825]"	1	1	1	1	1	2	1	1	2	1	1	1
"oligosaccharide binding [GO:0070492]"	0	0	0	0	0	0	1	0	0	1	1	1
"oligosaccharide reducing-end xylanase activity [GO:0033951]"	1	1	1	6	2	2	3	5	2	1	2	5
"omega-amidase activity [GO:0050152]"	0	0	0	0	0	0	0	0	0	1	1	0
"oncostatin-M receptor activity [GO:0004924]"	0	0	0	0	0	0	0	0	1	0	0	0
"open rectifier potassium channel activity [GO:0005252]"	0	0	1	0	1	0	1	0	0	1	1	2
"opine dehydrogenase activity [GO:0047129]"	2	0	0	5	3	1	4	7	6	2	6	3
"opioid peptide activity [GO:0001515]"	0	1	0	0	0	0	0	0	0	1	0	0
"opioid receptor activity [GO:0004985]"	0	3	0	0	0	0	4	0	1	3	2	1
"opsin binding [GO:0002046]"	0	0	0	0	0	0	0	0	1	0	0	0
"orcinol O-methyltransferase activity [GO:0102938]"	0	1	0	0	2	0	2	1	0	1	1	1
"orexin receptor activity [GO:0016499]"	1	4	2	0	2	0	4	1	1	4	3	5
"organic acid binding [GO:0043177]"	0	0	0	0	0	0	0	0	0	0	0	1
"organic acid transmembrane transporter activity [GO:0005342]"	0	0	0	0	0	0	1	0	0	1	0	0
"organic acid:sodium symporter activity [GO:0005343]"	0	0	0	0	0	0	0	1	0	0	0	0
"organic anion transmembrane transporter activity [GO:0008514]"	9	15	6	16	19	21	14	16	13	16	22	14
"organic cation transmembrane transporter activity [GO:0015101]"	0	1	0	0	0	0	1	0	0	1	0	0
"organic cyclic compound binding [GO:0097159]"	0	0	0	0	0	0	0	0	0	0	0	1
"ornithine carbamoyltransferase activity [GO:0004585]"	38	57	31	126	74	82	53	123	68	25	68	68
"ornithine cyclodeaminase activity [GO:0008473]"	0	1	0	1	1	0	1	0	1	0	0	0
"ornithine decarboxylase activator activity [GO:0042978]"	1	3	0	0	0	0	3	0	0	2	1	5
"ornithine decarboxylase activity [GO:0004586]"	1	10	2	4	3	4	2	4	1	5	1	8
"ornithine decarboxylase inhibitor activity [GO:0008073]"	1	1	1	0	0	0	0	1	0	2	1	1
"ornithine racemase activity [GO:0050157]"	0	0	0	0	1	0	0	0	0	0	0	0
"ornithine-oxo-acid transaminase activity [GO:0004587]"	0	1	0	0	0	0	0	0	1	0	0	0
"ornithine(lysine) transaminase activity [GO:0050155]"	0	1	0	0	0	0	0	0	1	0	0	0
"orotate phosphoribosyltransferase activity [GO:0004588]"	41	44	29	97	74	70	42	94	52	36	54	51
"orotate reductase (NADH) activity [GO:0004589]"	14	17	9	36	26	26	12	27	18	7	19	12
"orotate reductase (NADPH) activity [GO:0050158]"	0	0	0	1	0	0	0	0	0	0	0	0
"orotidine-5'-phosphate decarboxylase activity [GO:0004590]"	43	54	35	133	69	103	62	114	70	40	74	57
"osmolarity-sensing cation channel activity [GO:1990760]"	0	0	0	0	0	0	1	0	0	1	0	1
"osmosensor activity [GO:0005034]"	0	0	0	0	0	0	1	1	0	0	0	0
"outward rectifier potassium channel activity [GO:0015271]"	0	0	0	0	0	0	0	0	0	2	0	0
"oxalate decarboxylase activity [GO:0046564]"	0	0	0	0	1	1	0	1	1	0	0	0
"oxalate transmembrane transporter activity [GO:0019531]"	0	2	0	0	0	0	0	0	0	0	1	0
"oxaloacetate decarboxylase activity [GO:0008948]"	28	37	27	102	57	66	42	81	48	21	50	51
"oxaloacetate transmembrane transporter activity [GO:0015131]"	0	1	0	0	0	0	0	0	0	1	1	0
"oxalyl-CoA decarboxylase activity [GO:0008949]"	4	7	5	10	6	7	7	10	7	4	8	5
"oxidative DNA demethylase activity [GO:0035516]"	0	1	0	0	1	0	0	2	1	0	0	3
"oxidative phosphorylation uncoupler activity [GO:0017077]"	0	1	0	0	0	0	0	0	0	0	0	1
"oxidative RNA demethylase activity [GO:0035515]"	0	2	0	0	2	0	1	2	1	1	0	3
"oxidized DNA binding [GO:0032356]"	0	1	0	0	0	0	1	0	0	0	0	0
"oxidized purine DNA binding [GO:0032357]"	0	2	0	0	1	0	1	0	0	1	0	1
"oxidized purine nucleobase lesion DNA N-glycosylase activity [GO:0008534]"	18	19	11	66	42	66	35	58	35	12	26	35
"oxidized pyrimidine DNA binding [GO:0032358]"	0	1	0	0	1	0	0	0	0	0	0	0
"oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity [GO:0000703]"	0	1	0	0	0	0	1	0	0	1	1	1
"oxidoreductase activity [GO:0016491]"	2039	3291	1840	5964	3556	4370	3027	5223	3164	1970	3614	3362
"oxidoreductase activity, acting on a sulfur group of donors [GO:0016667]"	0	1	0	0	0	0	0	0	0	1	0	0
"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor [GO:0016671]"	0	5	1	0	0	0	3	0	2	3	4	1
"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor [GO:0016668]"	5	7	4	7	8	5	3	8	5	4	5	9
"oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor [GO:0016726]"	31	46	23	111	60	81	32	87	53	28	40	48
"oxidoreductase activity, acting on CH-OH group of donors [GO:0016614]"	24	27	24	70	32	45	14	52	26	17	32	27
"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]"	0	0	0	1	0	0	0	0	0	0	0	0
"oxidoreductase activity, acting on iron-sulfur proteins as donors [GO:0016730]"	4	3	2	9	7	6	4	9	6	1	5	3
"oxidoreductase activity, acting on metal ions [GO:0016722]"	4	4	5	4	6	4	3	4	5	1	4	2
"oxidoreductase activity, acting on NAD(P)H [GO:0016651]"	6	16	4	18	11	10	11	11	8	11	14	10
"oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor [GO:0016653]"	0	2	0	0	0	0	0	0	0	0	0	0
"oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor [GO:0016652]"	2	2	2	6	2	5	0	5	3	0	4	4
"oxidoreductase activity, acting on NAD(P)H, nitrogenous group as acceptor [GO:0016657]"	4	3	3	3	5	3	2	3	4	2	3	2
"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]"	15	29	15	25	22	24	21	25	25	34	26	24
"oxidoreductase activity, acting on other nitrogenous compounds as donors [GO:0016661]"	1	4	1	2	0	6	1	4	0	2	1	5
"oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor [GO:0046857]"	7	10	5	17	15	12	14	13	8	7	9	8
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]"	20	81	18	11	42	1	65	19	20	84	65	85
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]"	1	10	0	0	6	1	9	0	4	7	7	10
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen [GO:0016715]"	0	1	0	0	0	0	0	1	0	0	1	0
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]"	4	34	4	2	13	1	30	7	5	24	26	23
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen [GO:0016714]"	0	3	0	0	3	0	2	0	0	1	1	4
"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water [GO:0016717]"	1	4	0	0	1	0	5	1	4	2	2	1
"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen [GO:0016702]"	1	20	2	1	9	0	14	6	4	19	17	16
"oxidoreductase activity, acting on the aldehyde or oxo group of donors [GO:0016903]"	124	203	127	409	164	255	159	350	186	108	155	195
"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor [GO:0016624]"	10	12	11	31	18	28	10	30	14	5	16	17
"oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor [GO:0016625]"	22	44	23	97	54	60	45	71	39	17	36	27
"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]"	134	375	137	330	284	233	300	375	210	297	323	419
"oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627]"	38	55	39	73	52	52	42	66	49	26	34	33
"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor [GO:0016628]"	39	58	33	120	92	86	30	109	73	29	71	67
"oxidoreductase activity, acting on the CH-NH group of donors [GO:0016645]"	2	5	2	2	2	2	3	2	2	3	2	4
"oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor [GO:0016639]"	49	64	53	109	106	69	57	92	93	41	85	71
"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]"	201	280	177	563	386	468	254	504	378	181	384	330
"oxidoreductase activity, acting on X-H and Y-H to form an X-Y bond, with a disulfide as acceptor [GO:0050485]"	18	30	24	45	31	41	13	49	27	7	19	35
"oxo-acid-lyase activity [GO:0016833]"	4	1	1	9	10	5	2	8	4	3	8	7
"oxoglutarate dehydrogenase (succinyl-transferring) activity [GO:0004591]"	5	31	9	8	14	10	19	10	9	23	19	19
"oxygen binding [GO:0019825]"	2	17	3	5	5	7	6	9	3	7	5	11
"oxygen carrier activity [GO:0005344]"	2	10	2	3	5	4	5	6	3	4	3	6
"oxygen sensor activity [GO:0019826]"	0	0	0	0	0	0	0	0	0	0	1	0
"oxygen-dependent protoporphyrinogen oxidase activity [GO:0004729]"	1	2	1	1	1	1	2	2	1	0	3	1
"oxytocin receptor activity [GO:0004990]"	0	1	0	0	1	0	1	0	0	1	1	2
"P-P-bond-hydrolysis-driven protein transmembrane transporter activity [GO:0015450]"	108	1052	113	312	409	237	732	326	244	950	731	820
"P-TEFb complex binding [GO:0106140]"	0	0	0	0	0	0	1	0	0	0	0	0
"P-type calcium transporter activity [GO:0005388]"	47	70	27	75	67	71	70	87	47	47	51	70
"P-type calcium transporter activity involved in regulation of postsynaptic cytosolic calcium ion concentration [GO:1905059]"	0	0	0	0	1	0	0	0	0	1	0	0
"P-type calcium transporter activity involved in regulation of presynaptic cytosolic calcium ion concentration [GO:1905056]"	0	0	0	0	1	0	0	0	0	1	0	0
"P-type divalent copper transporter activity [GO:0043682]"	0	0	0	0	0	0	0	1	0	0	1	1
"P-type magnesium transporter activity [GO:0015444]"	7	8	6	16	9	15	16	19	10	6	9	11
"P-type monovalent copper transporter activity [GO:0140581]"	28	69	36	117	76	95	54	122	60	44	57	74
"P-type potassium transmembrane transporter activity [GO:0008556]"	11	23	16	29	18	17	27	24	17	18	23	24
"P-type potassium:proton transporter activity [GO:0008900]"	1	2	0	0	4	0	3	2	0	2	7	3
"P-type proton-exporting transporter activity [GO:0008553]"	0	1	0	0	0	0	0	0	0	0	0	0
"P-type sodium:potassium-exchanging transporter activity [GO:0005391]"	2	1	0	0	1	0	5	0	0	4	3	3
"p53 binding [GO:0002039]"	0	18	4	0	13	0	14	2	6	21	13	15
"palmitoleoyltransferase activity [GO:1990698]"	0	0	0	0	1	0	0	1	0	1	0	0
"palmitoyl-(protein) hydrolase activity [GO:0008474]"	0	0	0	0	0	0	1	2	0	2	2	2
"palmitoyl-[acyl-carrier-protein] hydrolase activity [GO:0016296]"	0	5	0	0	3	1	5	0	1	4	3	3
"palmitoyl-CoA 9-desaturase activity [GO:0032896]"	0	0	0	0	0	0	0	0	0	0	0	1
"palmitoyl-CoA hydrolase activity [GO:0016290]"	0	0	0	0	1	0	1	0	1	1	1	0
"palmitoyl-CoA ligase activity [GO:0090433]"	0	0	0	0	1	0	0	0	0	0	1	0
"palmitoyl-CoA oxidase activity [GO:0016401]"	0	0	0	0	0	0	0	0	1	0	0	0
"palmitoyltransferase activity [GO:0016409]"	0	2	0	0	4	0	2	0	1	5	3	1
"pancreatic polypeptide receptor activity [GO:0001602]"	0	0	0	0	0	0	0	0	0	0	1	0
"pantetheine-phosphate adenylyltransferase activity [GO:0004595]"	32	46	23	91	60	72	38	83	50	15	46	41
"pantoate-beta-alanine ligase activity [GO:0004592]"	16	17	11	20	15	18	18	17	16	7	15	12
"pantothenate kinase activity [GO:0004594]"	41	73	39	139	85	103	66	130	78	33	69	75
"pantothenate transmembrane transporter activity [GO:0015233]"	1	0	0	1	3	0	2	1	1	0	2	0
"parathyroid hormone receptor activity [GO:0004991]"	1	5	2	0	0	0	6	2	1	3	6	5
"patched binding [GO:0005113]"	0	0	1	0	0	0	0	0	0	1	0	1
"pattern recognition receptor activity [GO:0038187]"	0	0	0	0	0	0	1	0	0	1	1	0
"PDZ domain binding [GO:0030165]"	1	13	1	0	7	0	7	4	1	9	13	9
"pectate disaccharide-lyase activity [GO:0047489]"	0	0	0	1	2	0	0	0	1	0	0	0
"pectate lyase activity [GO:0030570]"	3	5	3	3	3	3	3	3	3	6	3	3
"pectinesterase activity [GO:0030599]"	14	16	15	20	21	18	22	18	21	30	24	18
"penicillin amidase activity [GO:0008953]"	1	1	1	4	1	4	1	3	3	0	0	0
"penicillin binding [GO:0008658]"	381	489	349	977	651	786	472	978	592	237	568	565
"pentaerythritol trinitrate reductase activity [GO:0018548]"	1	1	2	7	4	3	2	3	1	1	2	1
"peptidase activator activity [GO:0016504]"	1	7	2	0	4	0	8	0	0	8	5	7
"peptidase activity [GO:0008233]"	427	646	356	1184	785	972	564	1124	657	355	664	681
"peptidase inhibitor activity [GO:0030414]"	0	8	1	0	4	1	5	2	2	3	2	3
"peptide alpha-N-acetyltransferase activity [GO:0004596]"	0	0	0	0	0	0	2	0	0	1	1	2
"peptide antigen binding [GO:0042605]"	0	2	0	0	1	0	1	0	1	3	1	2
"peptide binding [GO:0042277]"	1	5	2	1	3	1	7	2	3	3	6	4
"peptide butyryltransferase activity [GO:0140065]"	0	0	0	0	0	0	0	0	0	0	0	1
"peptide deformylase activity [GO:0042586]"	49	44	34	131	76	109	54	114	64	23	69	59
"peptide disulfide oxidoreductase activity [GO:0015037]"	0	1	0	1	0	0	2	0	0	0	1	2
"peptide hormone binding [GO:0017046]"	0	4	1	0	1	0	3	1	0	1	2	3
"peptide hormone receptor binding [GO:0051428]"	0	1	0	0	0	0	0	0	0	0	0	0
"peptide receptor activity [GO:0001653]"	0	1	0	0	0	0	1	0	0	0	1	0
"peptide transmembrane transporter activity [GO:1904680]"	11	12	9	14	11	18	12	19	11	9	11	18
"peptide YY receptor activity [GO:0001601]"	0	0	0	0	0	0	0	0	0	0	1	0
"peptide-aspartate beta-dioxygenase activity [GO:0004597]"	1	5	0	0	2	0	3	0	0	6	2	3
"peptide-methionine (R)-S-oxide reductase activity [GO:0033743]"	11	13	11	14	15	13	12	12	17	10	12	14
"peptide-methionine (S)-S-oxide reductase activity [GO:0008113]"	12	10	10	18	15	13	10	14	15	5	11	13
"peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity [GO:0000224]"	1	1	2	2	2	1	2	1	1	1	2	3
"peptide-O-fucosyltransferase activity [GO:0046922]"	0	0	0	0	1	0	3	1	0	2	1	1
"peptide:proton symporter activity [GO:0015333]"	0	0	0	0	1	0	0	0	0	0	3	0
"peptidoglycan binding [GO:0042834]"	20	32	14	70	37	60	24	52	29	17	33	37
"peptidoglycan glycosyltransferase activity [GO:0008955]"	134	182	124	317	197	225	144	303	201	74	155	197
"peptidoglycan N-acetylglucosaminidase activity [GO:0061784]"	0	0	0	0	0	0	0	0	1	0	0	1
"peptidoglycan transmembrane transporter activity [GO:0015647]"	0	0	0	0	0	0	1	0	0	1	0	1
"peptidyl-cysteine S-nitrosylase activity [GO:0035605]"	0	2	0	0	0	0	0	0	0	3	0	4
"peptidyl-dipeptidase activity [GO:0008241]"	0	5	3	2	3	2	9	4	2	8	7	6
"peptidyl-prolyl cis-trans isomerase activity [GO:0003755]"	201	382	178	556	377	436	328	576	326	249	359	412
"peptidylamidoglycolate lyase activity [GO:0004598]"	0	0	0	0	1	0	1	0	0	0	2	1
"peptidylglycine monooxygenase activity [GO:0004504]"	0	0	0	0	1	0	1	0	0	1	2	0
"peptidyltransferase activity [GO:0000048]"	0	1	0	0	1	0	0	0	0	1	0	1
"perillyl-alcohol dehydrogenase activity [GO:0018457]"	0	0	0	0	0	0	2	0	0	0	0	0
"peroxidase activity [GO:0004601]"	35	58	36	86	61	67	58	77	43	52	59	68
"peroxidase inhibitor activity [GO:0036479]"	0	1	0	0	1	0	0	0	0	0	1	1
"peroxiredoxin activity [GO:0051920]"	45	59	39	111	63	94	49	97	60	42	62	65
"peroxisome matrix targeting signal-2 binding [GO:0005053]"	0	1	0	0	0	0	0	0	0	0	0	1
"peroxisome proliferator activated receptor binding [GO:0042975]"	0	1	0	0	3	0	0	0	1	2	2	2
"peroxynitrite isomerase activity [GO:0062213]"	0	1	0	0	0	0	1	0	0	0	0	0
"PH domain binding [GO:0042731]"	0	1	0	0	1	0	4	0	0	1	1	1
"pH-gated chloride channel activity [GO:0061797]"	0	1	0	0	0	0	0	0	0	0	1	1
"phenanthrene 9,10-monooxygenase activity [GO:0018636]"	0	0	0	0	0	0	1	0	0	1	1	0
"phenol 2-monooxygenase activity [GO:0018662]"	0	0	0	1	0	1	0	1	0	0	0	0
"phenylacetate-CoA ligase activity [GO:0047475]"	26	34	18	70	33	64	29	82	40	25	31	47
"phenylalanine racemase (ATP-hydrolyzing) activity [GO:0047462]"	0	0	0	0	0	0	0	1	0	0	1	0
"phenylalanine-tRNA ligase activity [GO:0004826]"	119	201	115	393	238	270	196	371	195	113	196	200
"phenylglyoxylate dehydrogenase (acylating) activity [GO:0047110]"	3	1	1	7	2	2	1	7	1	0	0	5
"phenylpyruvate tautomerase activity [GO:0050178]"	0	0	0	0	0	0	0	0	1	0	0	0
"pheromone activity [GO:0005186]"	1	1	1	1	2	1	2	1	0	2	2	1
"pheromone binding [GO:0005550]"	1	0	0	0	1	0	0	0	0	0	0	0
"pheromone receptor activity [GO:0016503]"	5	37	3	0	14	0	24	3	9	33	27	22
"phosphatase activator activity [GO:0019211]"	0	2	0	0	0	0	1	1	0	1	0	1
"phosphatase activity [GO:0016791]"	111	167	87	307	207	247	142	305	182	90	217	199
"phosphatase binding [GO:0019902]"	0	8	1	0	2	1	8	1	2	6	7	6
"phosphatase inhibitor activity [GO:0019212]"	0	0	0	0	0	0	0	0	0	0	0	1
"phosphatase regulator activity [GO:0019208]"	2	19	1	1	10	0	11	4	7	18	19	10
"phosphate acetyltransferase activity [GO:0008959]"	12	29	15	55	26	34	13	42	27	18	22	19
"phosphate butyryltransferase activity [GO:0050182]"	0	10	1	16	6	17	4	12	7	7	12	8
"phosphate ion binding [GO:0042301]"	18	32	20	52	24	37	25	46	31	22	27	27
"phosphate ion transmembrane transporter activity [GO:0015114]"	96	136	87	251	191	205	134	267	160	71	158	159
"phosphate:acyl-[acyl carrier protein] acyltransferase activity [GO:0043811]"	40	43	25	114	71	100	53	118	60	21	50	55
"phosphate:proton symporter activity [GO:0015317]"	0	2	0	0	0	0	1	0	0	0	0	0
"phosphatidate cytidylyltransferase activity [GO:0004605]"	23	47	21	84	60	70	35	78	50	22	46	55
"phosphatidate phosphatase activity [GO:0008195]"	0	7	1	0	2	0	8	0	1	10	7	10
"phosphatidic acid binding [GO:0070300]"	0	4	0	0	0	0	1	0	0	2	5	3
"phosphatidic acid transfer activity [GO:1990050]"	0	1	0	0	0	0	2	0	0	0	2	1
"phosphatidyl phospholipase B activity [GO:0102545]"	0	10	0	1	2	2	6	3	1	7	3	7
"phosphatidyl-N-dimethylethanolamine N-methyltransferase activity [GO:0080101]"	0	1	0	0	0	0	1	0	0	0	1	1
"phosphatidyl-N-methylethanolamine N-methyltransferase activity [GO:0000773]"	0	1	0	0	0	0	1	0	0	0	1	1
"phosphatidylcholine binding [GO:0031210]"	0	2	0	0	2	0	3	0	0	3	3	1
"phosphatidylcholine flippase activity [GO:0140345]"	1	4	1	0	2	0	3	1	0	5	1	2
"phosphatidylcholine floppase activity [GO:0090554]"	0	1	0	0	2	0	0	0	0	1	2	1
"phosphatidylcholine phospholipase C activity [GO:0034480]"	0	1	0	1	0	3	0	3	0	1	0	1
"phosphatidylcholine transfer activity [GO:0120019]"	0	1	0	0	1	0	2	1	0	1	2	1
"phosphatidylcholine transporter activity [GO:0008525]"	0	1	0	0	0	0	0	0	0	0	0	0
"phosphatidylcholine-sterol O-acyltransferase activator activity [GO:0060228]"	0	0	0	0	0	0	0	0	0	1	1	0
"phosphatidylethanolamine binding [GO:0008429]"	0	1	0	0	1	0	1	0	0	0	2	1
"phosphatidylethanolamine flippase activity [GO:0090555]"	0	1	1	0	0	0	0	1	0	0	0	0
"phosphatidylethanolamine N-methyltransferase activity [GO:0004608]"	0	1	0	0	0	0	1	0	0	0	1	1
"phosphatidylethanolamine transfer activity [GO:1904121]"	0	0	0	0	0	0	1	0	0	0	1	0
"phosphatidylglycerol binding [GO:1901611]"	0	0	0	0	0	0	1	0	0	0	1	0
"phosphatidylglycerol transfer activity [GO:0140339]"	0	0	0	0	0	0	1	0	0	0	1	0
"phosphatidylglycerol-membrane-oligosaccharide glycerophosphotransferase activity [GO:0008960]"	1	0	0	1	1	0	1	1	1	0	1	0
"phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity [GO:0008961]"	31	50	32	119	68	97	51	120	67	28	60	59
"phosphatidylglycerophosphatase activity [GO:0008962]"	24	32	21	83	47	59	34	69	36	15	36	34
"phosphatidylinositol 3-kinase activity [GO:0035004]"	0	0	0	0	0	0	2	1	1	0	0	1
"phosphatidylinositol 3-kinase binding [GO:0043548]"	1	6	0	1	3	0	6	3	2	5	2	4
"phosphatidylinositol 3-kinase catalytic subunit binding [GO:0036313]"	0	1	1	0	0	0	1	0	0	2	2	1
"phosphatidylinositol 3-kinase regulator activity [GO:0035014]"	0	0	0	0	0	0	1	0	0	1	0	1
"phosphatidylinositol 3-kinase regulatory subunit binding [GO:0036312]"	0	1	1	0	0	0	4	1	0	5	0	0
"phosphatidylinositol alpha-mannosyltransferase activity [GO:0043750]"	2	1	0	1	0	1	0	0	0	0	0	0
"phosphatidylinositol binding [GO:0035091]"	14	102	14	4	45	0	58	21	21	79	69	77
"phosphatidylinositol bisphosphate binding [GO:1902936]"	1	1	2	0	2	0	3	2	2	6	1	4
"phosphatidylinositol diacylglycerol-lyase activity [GO:0004436]"	0	2	0	5	1	10	3	5	0	1	4	2
